Accession,Release_Date,Species,Length,Nuc_Completeness
NC_012492,2009-04-01T00:00:00Z,Tomato leaf curl Patna virus,2752,complete
NC_012493,2009-04-01T00:00:00Z,Tomato leaf curl Patna betasatellite,1349,complete
NC_012484,2009-03-31T00:00:00Z,Grapevine Syrah virus 1,6506,complete
NC_012485,2009-03-31T00:00:00Z,Gammapapillomavirus 7,7346,complete
NC_012486,2009-03-31T00:00:00Z,Gammapapillomavirus 8,7227,complete
NC_012481,2009-03-30T00:00:00Z,Rhynchosia golden mosaic Yucatan virus,2597,complete
NC_012482,2009-03-30T00:00:00Z,Rhynchosia golden mosaic Yucatan virus,2542,complete
NC_012437,2009-03-25T00:00:00Z,Duck astrovirus GII.A,7722,complete
NC_012418,2009-03-24T00:00:00Z,Pseudomonas virus kF77,43152,complete
NC_012419,2009-03-24T00:00:00Z,Enterococcus phage EFAP-1,21115,complete
NC_012223,2009-03-18T00:00:00Z,Escherichia virus SSL2009a,44899,complete
NC_012213,2009-03-13T00:00:00Z,Gammapapillomavirus 6,7149,complete
NC_012210,2009-03-12T00:00:00Z,Red clover vein mosaic virus,8604,complete
NC_012211,2009-03-12T00:00:00Z,Allium virus X,7118,complete
NC_012212,2009-03-12T00:00:00Z,Chaetoceros socialis forma radians RNA virus 1,9467,complete
NC_012134,2009-03-10T00:00:00Z,Gayfeather mild mottle virus,3350,complete
NC_012135,2009-03-10T00:00:00Z,Gayfeather mild mottle virus,2935,complete
NC_012136,2009-03-10T00:00:00Z,Gayfeather mild mottle virus,2214,complete
NC_012206,2009-03-10T00:00:00Z,Tomato leaf curl Nigeria virus,2784,complete
NC_012137,2009-03-06T00:00:00Z,Cotton leaf curl Burewala virus,2759,complete
NC_012118,2009-03-05T00:00:00Z,Pedilanthus leaf curl virus,2764,complete
NC_012120,2009-03-05T00:00:00Z,Gossypium punctatum mild leaf curl virus,2725,complete
NC_012126,2009-03-04T00:00:00Z,Torque teno zalophus virus 1,2140,complete
NC_012127,2009-03-04T00:00:00Z,Coleus blumei viroid 5,274,complete
NC_012123,2009-03-02T00:00:00Z,Dyoiotapapillomavirus 1,7802,complete
NC_012094,2009-02-23T00:00:00Z,Sea turtle tornovirus 1,1898,complete
NC_012091,2009-02-19T00:00:00Z,Pseudomonas virus phi2954,6501,complete
NC_012092,2009-02-19T00:00:00Z,Pseudomonas virus phi2954,3606,complete
NC_012093,2009-02-19T00:00:00Z,Pseudomonas virus phi2954,2578,complete
NC_012041,2009-02-05T00:00:00Z,Bhendi yellow vein Bhubhaneswar virus,2757,complete
NC_012042,2009-02-05T00:00:00Z,Primate bocaparvovirus 2,5196,complete
NC_012038,2009-02-04T00:00:00Z,Helleborus net necrosis virus,8542,complete
NC_012027,2009-02-03T00:00:00Z,Mycobacterium phage Phlyer,69378,complete
NC_011976,2009-01-26T00:00:00Z,Salmonella phage epsilon34,43016,complete
NC_011919,2009-01-22T00:00:00Z,Bhendi yellow vein Delhi virus,2751,complete
NC_011918,2009-01-21T00:00:00Z,Pepper veinal mottle virus,9792,complete
NC_011920,2009-01-21T00:00:00Z,Rudbeckia flower distortion virus,8222,complete
NC_011801,2009-01-06T00:00:00Z,Lactobacillus phage Lv-1,38934,complete
NC_011802,2009-01-06T00:00:00Z,Salmonella virus SE1Spa,41941,complete
NC_011811,2009-01-06T00:00:00Z,Erwinia virus Ea214,84576,complete
NC_011800,2009-01-05T00:00:00Z,Human T-lymphotropic virus 4,8791,complete
NC_011803,2009-01-05T00:00:00Z,Cactus mild mottle virus,6449,complete
NC_011804,2009-01-05T00:00:00Z,Cotton leaf curl Multan virus,2740,complete
NC_011805,2009-01-05T00:00:00Z,Gossypium punctatum mild leaf curl virus,2737,complete
NC_011807,2009-01-05T00:00:00Z,Asparagus virus 2,2307,complete
NC_011810,2009-01-05T00:00:00Z,Pseudomonas virus PB1,65764,complete
NC_011829,2009-01-05T00:00:00Z,Aichivirus C,8210,complete
NC_011808,2009-01-02T00:00:00Z,Asparagus virus 2,3431,complete
NC_011809,2009-01-02T00:00:00Z,Asparagus virus 2,2916,complete
NC_011765,2008-12-22T00:00:00Z,Dyoetapapillomavirus 1,8256,complete
NC_011756,2008-12-18T00:00:00Z,Pseudomonas virus SN,66390,complete
NC_011702,2008-12-17T00:00:00Z,Grapevine leafroll-associated virus 10,13696,complete
NC_011703,2008-12-16T00:00:00Z,Pseudomonas virus 141,66235,complete
NC_011704,2008-12-16T00:00:00Z,Rabbit calicivirus Australia 1 MIC-07,7422,complete
NC_011705,2008-12-16T00:00:00Z,Raphanus sativus cryptic virus 3,1609,complete
NC_011706,2008-12-16T00:00:00Z,Raphanus sativus cryptic virus 3,1581,complete
NC_011659,2008-12-12T00:00:00Z,Schlumbergera virus X,6633,complete
NC_011639,2008-12-09T00:00:00Z,Wongabel hapavirus,13196,complete
NC_011643,2008-12-09T00:00:00Z,Soybean yellow mottle mosaic virus,4009,complete
NC_011644,2008-12-09T00:00:00Z,Equid alphaherpesvirus 9,148371,complete
NC_011645,2008-12-09T00:00:00Z,Bacillus virus TP21,37456,complete
NC_011646,2008-12-09T00:00:00Z,Abalone shriveling syndrome-associated virus,34952,complete
NC_011611,2008-12-02T00:00:00Z,Pseudomonas virus MP38,36885,complete
NC_011613,2008-12-02T00:00:00Z,Pseudomonas virus MP29,36632,complete
NC_011620,2008-12-02T00:00:00Z,Potato virus X,6435,complete
NC_011612,2008-12-01T00:00:00Z,Staphylococcus virus IPLA35,45344,complete
NC_011614,2008-12-01T00:00:00Z,Staphylococcus virus IPLA88,42526,complete
NC_011616,2008-12-01T00:00:00Z,Spodoptera litura nucleopolyhedrovirus II,148634,complete
NC_011590,2008-11-19T00:00:00Z,Pepper chat fruit viroid,348,complete
NC_011591,2008-11-19T00:00:00Z,Southern tomato virus,3437,complete
NC_011592,2008-11-19T00:00:00Z,Bougainvillea chlorotic vein banding virus,8759,complete
NC_011588,2008-11-17T00:00:00Z,Oryctes rhinoceros nudivirus,127615,complete
NC_011589,2008-11-17T00:00:00Z,Stenotrophomonas phage S1,40287,complete
NC_011558,2008-11-14T00:00:00Z,Lettuce big-vein associated varicosavirus,6797,complete
NC_011583,2008-11-14T00:00:00Z,East African cassava mosaic Kenya virus,2797,complete
NC_011584,2008-11-14T00:00:00Z,East African cassava mosaic Kenya virus,2776,complete
NC_011534,2008-11-13T00:00:00Z,Kluyvera virus Kvp1,39472,complete
NC_011540,2008-11-13T00:00:00Z,Hippeastrum latent virus,8500,complete
NC_011543,2008-11-13T00:00:00Z,Poinsettia latent virus,4652,complete
NC_011544,2008-11-13T00:00:00Z,Hosta virus X,6528,complete
NC_011545,2008-11-13T00:00:00Z,Decapod hepandensovirus 1,6310,complete
NC_011549,2008-11-13T00:00:00Z,Thrush coronavirus HKU12-600,26396,complete
NC_011550,2008-11-13T00:00:00Z,Munia coronavirus HKU13,26552,complete
NC_011552,2008-11-13T00:00:00Z,Peach mosaic virus,7988,complete
NC_011556,2008-11-13T00:00:00Z,Beet cryptic virus 1,2008,complete
NC_011557,2008-11-13T00:00:00Z,Beet cryptic virus 1,1783,complete
NC_011568,2008-11-13T00:00:00Z,Lettuce big-vein associated varicosavirus,6081,complete
NC_011532,2008-11-12T00:00:00Z,Lettuce yellow mottle cytorhabdovirus,12926,complete
NC_011535,2008-11-12T00:00:00Z,Grapevine Algerian latent virus,4731,complete
NC_011536,2008-11-12T00:00:00Z,Imperata yellow mottle virus,4547,complete
NC_011537,2008-11-12T00:00:00Z,Scrophularia mottle virus,6206,complete
NC_011538,2008-11-12T00:00:00Z,Nemesia ring necrosis virus,6285,complete
NC_011539,2008-11-12T00:00:00Z,Plantago mottle virus,6154,complete
NC_011541,2008-11-12T00:00:00Z,Narcissus yellow stripe virus,9650,complete
NC_011546,2008-11-12T00:00:00Z,Simian T-cell lymphotropic virus 6,8913,complete
NC_011551,2008-11-12T00:00:00Z,Bacteriophage APSE-2,39867,complete
NC_011553,2008-11-12T00:00:00Z,Blackberry chlorotic ringspot virus,3478,complete
NC_011554,2008-11-12T00:00:00Z,Blackberry chlorotic ringspot virus,2879,complete
NC_011555,2008-11-12T00:00:00Z,Blackberry chlorotic ringspot virus,2290,complete
NC_011559,2008-11-12T00:00:00Z,Anagyris vein yellowing virus,6151,complete
NC_011560,2008-11-12T00:00:00Z,Zantedeschia mild mosaic virus,9973,complete
NC_011530,2008-11-07T00:00:00Z,Dyozetapapillomavirus 1,7020,complete
NC_011525,2008-11-06T00:00:00Z,Potato latent virus,7890,complete
NC_011523,2008-11-05T00:00:00Z,Bacillus virus AP50,14398,complete
NC_011515,2008-11-03T00:00:00Z,Carrot mottle virus,4193,complete
NC_011500,2008-10-30T00:00:00Z,Rotavirus A,1614,complete
NC_011501,2008-10-30T00:00:00Z,Rotavirus A,1105,complete
NC_011502,2008-10-30T00:00:00Z,Rotavirus A,1059,complete
NC_011503,2008-10-30T00:00:00Z,Rotavirus A,1062,complete
NC_011504,2008-10-30T00:00:00Z,Rotavirus A,751,complete
NC_011505,2008-10-30T00:00:00Z,Rotavirus A,667,complete
NC_011506,2008-10-30T00:00:00Z,Rotavirus A,2693,complete
NC_011507,2008-10-30T00:00:00Z,Rotavirus A,3302,complete
NC_011508,2008-10-30T00:00:00Z,Rotavirus A,2591,complete
NC_011509,2008-10-30T00:00:00Z,Rotavirus A,1356,complete
NC_011510,2008-10-30T00:00:00Z,Rotavirus A,2362,complete
NC_011423,2008-10-28T00:00:00Z,Adoxophyes orana nucleopolyhedrovirus,111724,complete
NC_011421,2008-10-27T00:00:00Z,Bacillus virus SPO1,132562,complete
NC_011398,2008-10-22T00:00:00Z,Clostridium virus phiCD27,50930,complete
NC_011399,2008-10-22T00:00:00Z,Ralstonia virus RSM3,8929,complete
NC_011400,2008-10-22T00:00:00Z,Astrovirus MLB1,6171,complete
NC_011372,2008-10-17T00:00:00Z,Botrytis cinerea mitovirus 1,2804,complete
NC_011373,2008-10-16T00:00:00Z,Pseudomonas phage PAJU2,46872,complete
NC_011357,2008-10-15T00:00:00Z,Stx2-converting phage 1717,62147,complete
NC_011362,2008-10-15T00:00:00Z,Mulberry small circular viroid-like RNA 1,356,complete
NC_011356,2008-10-14T00:00:00Z,Enterobacteria phage YYZ-2008,54896,complete
NC_011344,2008-10-09T00:00:00Z,Staphylococcus phage phi2958PVL,47342,complete
NC_011346,2008-10-09T00:00:00Z,Clerodendrum golden mosaic China virus,2776,complete
NC_011347,2008-10-09T00:00:00Z,Clerodendrum golden mosaic China virus,2739,complete
NC_011349,2008-10-09T00:00:00Z,Senecavirus A,7310,complete
NC_011345,2008-10-08T00:00:00Z,Agrotis ipsilon multiple nucleopolyhedrovirus,155122,complete
NC_011335,2008-10-03T00:00:00Z,Diadromus pulchellus toursvirus,119343,complete
NC_011317,2008-10-02T00:00:00Z,Dipteran brevihamaparvovirus 1,4139,complete
NC_011318,2008-10-02T00:00:00Z,Clostridium phage phiCP39-O,38753,complete
NC_011308,2008-09-30T00:00:00Z,Listeria phage P40,35638,complete
NC_011309,2008-09-30T00:00:00Z,Jatropha yellow mosaic virus,2757,complete
NC_011310,2008-09-30T00:00:00Z,Myotis lucifugus polyomavirus 1,5081,complete
NC_011280,2008-09-25T00:00:00Z,Dyodeltapapillomavirus 1,7260,complete
NC_011285,2008-09-25T00:00:00Z,Mycobacterium virus Plot,64618,complete
NC_011287,2008-09-25T00:00:00Z,Mycobacterium virus Pacc40,58554,complete
NC_011288,2008-09-25T00:00:00Z,Mycobacterium virus Fruitloop,58471,complete
NC_011289,2008-09-25T00:00:00Z,Mycobacterium virus Ramsey,58578,complete
NC_011290,2008-09-25T00:00:00Z,Mycobacterium virus Plot,64807,complete
NC_011291,2008-09-25T00:00:00Z,Mycobacterium virus Brujita,47057,complete
NC_011292,2008-09-25T00:00:00Z,Mycobacterium virus Konstantine,68952,complete
NC_011271,2008-09-18T00:00:00Z,Mycobacterium virus Bxz1,155372,complete
NC_011267,2008-09-17T00:00:00Z,Mycobacterium virus Solon,49487,complete
NC_011268,2008-09-17T00:00:00Z,Jatropha leaf curl virus,2743,complete
NC_011269,2008-09-17T00:00:00Z,Mycobacterium virus Bxz1,154017,complete
NC_011270,2008-09-17T00:00:00Z,Mycobacterium virus Bxz1,154906,complete
NC_011272,2008-09-17T00:00:00Z,Mycobacterium virus Bxz1,153894,complete
NC_011273,2008-09-17T00:00:00Z,Mycobacterium phage Myrna,164602,complete
NC_011222,2008-09-12T00:00:00Z,Bacteroides phage B40-8,44929,complete
NC_011216,2008-09-10T00:00:00Z,Burkholderia phage KS10,37635,complete
NC_011217,2008-09-10T00:00:00Z,Sulfolobus spindle-shaped virus 5,15330,complete
NC_011201,2008-09-04T00:00:00Z,Ralstonia virus RSB1,43079,complete
NC_011202,2008-09-04T00:00:00Z,Human mastadenovirus B,34794,complete
NC_011203,2008-09-04T00:00:00Z,Human mastadenovirus B,35343,complete
NC_011187,2008-09-03T00:00:00Z,Sowbane mosaic virus,3983,complete
NC_011189,2008-09-03T00:00:00Z,Gentian mosaic virus,3418,complete
NC_011190,2008-09-03T00:00:00Z,Gentian mosaic virus,5862,complete
NC_011181,2008-08-28T00:00:00Z,Okra mottle virus,2660,complete
NC_011182,2008-08-28T00:00:00Z,Okra mottle virus,2653,complete
NC_011183,2008-08-28T00:00:00Z,Feldmannia species virus,154641,complete
NC_011165,2008-08-25T00:00:00Z,Pseudomonas virus LBL3,64427,complete
NC_011166,2008-08-25T00:00:00Z,Pseudomonas virus LMA2,66530,complete
NC_011167,2008-08-25T00:00:00Z,Bacillus virus IEBH,53104,complete
NC_011142,2008-08-19T00:00:00Z,Iodobacter virus PLPE,47453,complete
NC_011135,2008-08-13T00:00:00Z,Tomato leaf curl Kerala virus,2767,complete
NC_011132,2008-08-12T00:00:00Z,Mimivirus-dependent virus Sputnik,18343,complete
NC_011104,2008-08-05T00:00:00Z,Lactobacillus phage Lrm1,39989,complete
NC_011109,2008-08-05T00:00:00Z,Upsilonpapillomavirus 1,8089,complete
NC_011103,2008-08-04T00:00:00Z,Rhizobium phage 16-3,60195,complete
NC_011105,2008-08-04T00:00:00Z,Pseudomonas virus PT5,42954,complete
NC_011106,2008-08-04T00:00:00Z,Grapevine virus E,7564,complete
NC_011107,2008-08-04T00:00:00Z,Pseudomonas virus PT2,42961,complete
NC_011108,2008-08-04T00:00:00Z,Cocksfoot mild mosaic virus,4198,complete
NC_011096,2008-08-01T00:00:00Z,Tomato leaf curl Kumasi virus,2794,complete
NC_011097,2008-07-31T00:00:00Z,Cycad leaf necrosis virus,9205,complete
NC_011085,2008-07-26T00:00:00Z,Morganella virus MmP1,38457,complete
NC_011086,2008-07-26T00:00:00Z,Diascia yellow mottle virus,6290,complete
NC_011062,2008-07-21T00:00:00Z,Potato virus T,6539,complete
NC_011065,2008-07-21T00:00:00Z,Epirus cherry virus,2769,complete
NC_011066,2008-07-21T00:00:00Z,Epirus cherry virus,1028,complete
NC_011067,2008-07-21T00:00:00Z,Epirus cherry virus,960,complete
NC_011068,2008-07-21T00:00:00Z,Ourmia melon virus,2814,complete
NC_011069,2008-07-21T00:00:00Z,Ourmia melon virus,1064,complete
NC_011070,2008-07-21T00:00:00Z,Ourmia melon virus,974,complete
NC_011058,2008-07-18T00:00:00Z,Chickpea chlorotic dwarf virus,2584,complete
NC_011054,2008-07-17T00:00:00Z,Mycobacterium virus Boomer,58037,complete
NC_011055,2008-07-17T00:00:00Z,Mycobacterium virus Porky,76312,complete
NC_011056,2008-07-17T00:00:00Z,Mycobacterium virus Kostya,75811,complete
NC_011057,2008-07-17T00:00:00Z,Mycobacterium phage Phaedrus,68090,complete
NC_011050,2008-07-15T00:00:00Z,Steller sea lion vesivirus,8305,complete
NC_011051,2008-07-15T00:00:00Z,Deltapapillomavirus 5,8032,complete
NC_011052,2008-07-15T00:00:00Z,Sweet potato leaf curl Spain virus,2780,complete
NC_011038,2008-07-11T00:00:00Z,Yersinia virus Yepe2,38677,complete
NC_011039,2008-07-11T00:00:00Z,Mycobacterium virus Predator,70110,complete
NC_011040,2008-07-11T00:00:00Z,Escherichia virus BA14,39816,complete
NC_011041,2008-07-11T00:00:00Z,Escherichia virus V5,137947,complete
NC_011042,2008-07-11T00:00:00Z,Escherichia virus EcoDS1,39252,complete
NC_011043,2008-07-11T00:00:00Z,Klebsiella virus K11,41181,complete
NC_011044,2008-07-11T00:00:00Z,Mycobacterium virus Nigel,69904,complete
NC_011045,2008-07-11T00:00:00Z,Escherichia phage 13a,38841,complete
NC_011046,2008-07-11T00:00:00Z,Lactococcus virus Bibb29,29305,complete
NC_011048,2008-07-11T00:00:00Z,Bacillus virus phi29,19282,complete
NC_011019,2008-06-25T00:00:00Z,Mycobacterium virus KBG,53572,complete
NC_011020,2008-06-25T00:00:00Z,Mycobacterium virus Jasper,50968,complete
NC_011021,2008-06-25T00:00:00Z,Mycobacterium virus lockley,51478,complete
NC_011022,2008-06-25T00:00:00Z,Mycobacterium phage DD5,51621,complete
NC_011023,2008-06-25T00:00:00Z,Mycobacterium virus Pukovnik,52892,complete
NC_011024,2008-06-25T00:00:00Z,Tomato yellow leaf curl Axarquia virus,2771,complete
NC_010984,2008-06-18T00:00:00Z,Alternaria alternata virus 1,3567,complete
NC_010985,2008-06-18T00:00:00Z,Curvularia thermal tolerance virus,2149,complete
NC_010986,2008-06-18T00:00:00Z,Curvularia thermal tolerance virus,1886,complete
NC_010987,2008-06-18T00:00:00Z,Tomato marchitez virus,7229,complete
NC_010988,2008-06-18T00:00:00Z,Tomato marchitez virus,4906,complete
NC_010989,2008-06-18T00:00:00Z,Alternaria alternata virus 1,2794,complete
NC_010990,2008-06-18T00:00:00Z,Alternaria alternata virus 1,2576,complete
NC_010991,2008-06-18T00:00:00Z,Alternaria alternata virus 1,1420,complete
NC_010832,2008-06-12T00:00:00Z,Lettuce virus X,7212,complete
NC_010833,2008-06-12T00:00:00Z,Tomato mild mosaic virus,2708,complete
NC_010834,2008-06-12T00:00:00Z,Tomato mild mosaic virus,2663,complete
NC_010835,2008-06-12T00:00:00Z,Tomato common mosaic virus,2560,complete
NC_010836,2008-06-12T00:00:00Z,Tomato common mosaic virus,2498,complete
NC_010837,2008-06-12T00:00:00Z,Blainvillea yellow spot virus,2666,complete
NC_010838,2008-06-12T00:00:00Z,Blainvillea yellow spot virus,2634,complete
NC_010839,2008-06-12T00:00:00Z,Tomato leaf curl Palampur virus,2725,complete
NC_010840,2008-06-12T00:00:00Z,Tomato leaf curl Palampur virus,2756,complete
NC_010947,2008-06-12T00:00:00Z,Allamanda leaf curl virus,2755,complete
NC_010948,2008-06-12T00:00:00Z,Wissadula golden mosaic virus,2622,complete
NC_010949,2008-06-12T00:00:00Z,Tomato yellow vein streak virus,2561,complete
NC_010950,2008-06-12T00:00:00Z,Tomato yellow vein streak virus,2569,complete
NC_010951,2008-06-12T00:00:00Z,Wissadula golden mosaic virus,2578,complete
NC_010952,2008-06-12T00:00:00Z,Macroptilium golden mosaic virus,2605,complete
NC_010953,2008-06-12T00:00:00Z,Macroptilium golden mosaic virus,2553,complete
NC_010954,2008-06-12T00:00:00Z,Fritillary virus Y,9656,complete
NC_010955,2008-06-12T00:00:00Z,Xenopus laevis endogenous retrovirus Xen1,10207,complete
NC_010956,2008-06-12T00:00:00Z,Human mastadenovirus D,35083,complete
NC_010944,2008-06-11T00:00:00Z,Brugmansia mild mottle virus,6381,complete
NC_010945,2008-06-11T00:00:00Z,Streptococcus phage PH15,39136,complete
NC_010946,2008-06-11T00:00:00Z,Pumpkin yellow mosaic virus,2724,complete
NC_010817,2008-06-06T00:00:00Z,Bandicoot papillomatosis carcinomatosis virus type 2,7277,complete
NC_010818,2008-06-06T00:00:00Z,Mesta yellow vein mosaic Bahraich virus,2737,complete
NC_010820,2008-06-06T00:00:00Z,African green monkey simian foamy virus,13111,complete
NC_010821,2008-06-06T00:00:00Z,Pseudomonas phage 201phi2-1,316674,complete
NC_010806,2008-06-05T00:00:00Z,Rose spring dwarf-associated virus,5808,complete
NC_010807,2008-06-05T00:00:00Z,Salmonella virus SG-JL2,38815,complete
NC_010808,2008-06-05T00:00:00Z,Staphylococcus virus phiMR25,44342,complete
NC_010809,2008-06-05T00:00:00Z,Melon aphid-borne yellows virus,5674,complete
NC_010810,2008-06-05T00:00:00Z,Cardiovirus B,7961,complete
NC_010811,2008-06-05T00:00:00Z,Ralstonia virus RSL1,231255,complete
NC_010812,2008-06-05T00:00:00Z,Ageratum yellow vein Hualian virus,2756,complete
NC_010799,2008-06-03T00:00:00Z,Oat dwarf virus,2740,complete
NC_010800,2008-06-03T00:00:00Z,Avian coronavirus,27657,complete
NC_010797,2008-06-02T00:00:00Z,Urochloa streak virus,2736,complete
NC_010791,2008-05-29T00:00:00Z,Tomato leaf curl Hsinchu virus,2738,complete
NC_010792,2008-05-29T00:00:00Z,Tomato leaf curl Hsinchu virus,2708,complete
NC_010739,2008-05-23T00:00:00Z,Omegapapillomavirus 1,7582,complete
NC_010746,2008-05-23T00:00:00Z,Mycoreovirus 1,2269,complete
NC_010747,2008-05-23T00:00:00Z,Mycoreovirus 1,2056,complete
NC_010748,2008-05-23T00:00:00Z,Mycoreovirus 1,2023,complete
NC_010749,2008-05-23T00:00:00Z,Mycoreovirus 1,1539,complete
NC_010750,2008-05-23T00:00:00Z,Mycoreovirus 1,1536,complete
NC_010751,2008-05-23T00:00:00Z,Mycoreovirus 1,1072,complete
NC_010752,2008-05-23T00:00:00Z,Mycoreovirus 1,975,complete
NC_010753,2008-05-23T00:00:00Z,Mycoreovirus 1,732,complete
NC_010756,2008-05-23T00:00:00Z,Paraguayan mammarenavirus,3406,complete
NC_010743,2008-05-22T00:00:00Z,Mycoreovirus 1,4127,complete
NC_010744,2008-05-22T00:00:00Z,Mycoreovirus 1,3846,complete
NC_010745,2008-05-22T00:00:00Z,Mycoreovirus 1,3258,complete
NC_010754,2008-05-22T00:00:00Z,Ceratocystis resinifera virus 1,2305,complete
NC_010755,2008-05-22T00:00:00Z,Ceratocystis resinifera virus 1,2207,complete
NC_010757,2008-05-22T00:00:00Z,Flexal mammarenavirus,3410,complete
NC_010758,2008-05-22T00:00:00Z,Latino mammarenavirus,3474,complete
